word_diversity,soundex_diversity,punctuation_ratio,exclamation_freq,comma_freq,word_length_mean,apostrophe_freq,soundex_homogeneity,fft_bin_2,sentence_length_mean,topic_concentration,dominant_topic_id,topic_entropy,artist_tier,song_id,PlayCount,is_popular,cluster
0.4093718519674381,0.27711477313708976,0.24063776096107567,0.000921842,0.08593945,3.4131691335462615,0.09031786,0.6126670360888005,0.002477937,8.535256611287197,0.6545474901621302,0,1.185244452888315,Top,0,3218891371,1,2
0.39086665123786735,0.268979019,0.21398092652906806,0.000790602,0.089954294,3.226592212570895,0.079111224,0.5670282907174495,0.002894928,8.011198004092732,0.804092262,0,1.019515477895584,Top,1,1000101010,1,2
0.36659009984586943,0.30762305897141057,0.23257736842852533,0.000749155,0.079010341,3.4384664924540664,0.073837539,0.5686854646339847,0.002540343,8.411216880172157,0.7987566853061946,1,1.1275467623473734,Top,2,162632187,1,2
0.40259699209385363,0.24184498396147705,0.1767696460217842,0.000716488,0.089519705,3.608307469,0.083817704,0.4644984136828312,0.002746761,8.116645341,0.8533601546034455,0,1.0814047095321688,Top,3,334347982,1,0
0.3720350879325683,0.3107051345567516,0.23376577334424722,0.000658957,0.090851939,3.3604137429944974,0.072720008,0.6038043808350453,0.00286806,8.849964384436474,0.8313811040057837,0,1.2778902635540048,Top,4,526977340,1,2
0.41582909603114343,0.2877755327686984,0.22219856500896068,0.000893181,0.08583742,3.2260011131036954,0.087454944,0.6391859681784999,0.00219072,8.612486702834872,0.7683730277543104,2,1.0358782737814904,Top,5,333293497,1,2
0.42794557781647574,0.303356233,0.25979681411516653,0.000827055,0.11767620703191473,3.1733234136289523,0.074890621,0.5655368334226869,0.002231125,8.940001213397995,0.7525712073494109,1,1.0417994363217626,Top,6,467559400,1,2
0.4240354988216302,0.34527105012109993,0.26267800328511504,0.000865899,0.090578921,3.808372319106976,0.073239488,0.5510101604715238,0.00221457,7.910725050852893,0.7249529843611099,1,1.1618026725746953,Top,7,473973945,1,0
0.3626199293387833,0.2717926936806027,0.21713835573921325,0.000682919,0.090605858,3.5862388176268714,0.078039885,0.5556519921109541,0.002232004,7.755445546689165,0.6359596102001048,3,1.0732376566743322,Top,8,288419568,1,0
0.3711582155286996,0.2649878234100049,0.17872984746506781,0.000901099,0.087863747,3.485431932267987,0.084379413,0.5089930056873369,0.002402835,8.466323709203017,0.8993221455146826,2,1.182869300193969,Top,9,735219613,1,0
